stationid,dt_placeme,MUNICIPALITY,PROVINCE,TP_TRAP,N_POOL,culex,POS_WN,ndvi,ndwi,ndmi,ndbi,ndvi_mean,ndvi_std,ndwi_mean,ndwi_std,ndmi_mean,ndmi_std,ndbi_mean,ndbi_std,lst_day,lst_night,acc_rainfall_1week,acc_rainfall_2week2,acc_rainfall_jan,LST_Jan_mean,LST_Feb_mean,LST_Mar_mean,LST_Apr_mean,image,date,diff_in_days_indices,lst_day_image,lst_day_date,diff_in_days_lst_day,lst_night_image,lst_night_date,diff_in_days_lst_night,WC_L_1km,W_area_1km,DEM_1000,Aspect_1000,Slope_1000,Coast_dist_1000,WC_dist_1000,Flow_acc_1000,x,y
376,2020-05-18,Thiene,Vicenza,CDC-CO2,1,4,0,0.5589092422482479,-0.30386282034746603,0.23181850457193,-0.23181850457193,0.509274439927153,0.089108146846487,-0.28311632942256393,0.022993143755195,0.204911213670664,0.069259133620374,-0.204911213670664,0.069259133620374,15109,14086,93.46671,94.233377,212.250076,14073.9523809524,14383.578947368402,14601.384615384599,14969.9047619048,LE07_L1TP_2020-05-17_01_T1.tif,2020-05-17,1,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,1,MODIS_MOD11A1_2020-05-13_006.tif,2020-05-13,5,0.0,0.0,143.0,158.501587,2.259532,68591.078125,3118.0,0.0,11.459717999999999,45.701843
1,2020-05-18,Caorle,Venezia,Gravid Trap,1,1,0,0.210762331838565,-0.219953009217423,0.008064516129032,-0.008064516129032,0.203365305454782,0.073655366854743,-0.203062999154354,0.066400067799083,0.02481754166247,0.063064472051823,-0.02481754166247,0.063064472051823,14972,14384,38.46663,43.79996,261.81669,13936.833333333301,14228.7,14358.1818181818,14980.5,S2B_MSIL1C_2020-05-10_R122.tif,2020-05-10,8,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,1,MODIS_MOD11A1_2020-05-09_006.tif,2020-05-09,9,6209.745276,188580.173358,2.0,181.852737,3.170475,755.33844,181.0,0.768354,12.8770891263046,45.606292341247205
373,2020-05-18,Ponte di Piave,Treviso,CDC-CO2,2,150,0,0.3817833173537871,-0.35859728506787303,0.07584353538369701,-0.07584353538369701,0.3793491312699791,0.092593028461381,-0.346146293366784,0.06579652528174901,0.094485413473756,0.0553556884127,-0.094485413473756,0.0553556884127,15078,14282,34.733373,38.133373,169.416651,13983.3125,14231.75,14484.2666666667,14938.363636363601,S2A_MSIL1C_2020-05-15_R122.tif,2020-05-15,3,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,1,MODIS_MOD11A1_2020-05-07_006.tif,2020-05-07,11,2735.966586,118662.510083,7.0,219.334335,3.684495,15795.103516,382.0,1.814334,12.461786,45.712302
346,2020-05-18,Mirano,Venezia,CDC-CO2,1,12,0,0.2868798235942669,-0.31738148984198605,0.002749140893471,-0.002749140893471,0.365488471632384,0.067618700557454,-0.3689554045927271,0.048846092747541,0.081467249478831,0.06589699201053799,-0.081467249478831,0.06589699201053799,15176,14301,40.300007,41.56667,205.533377,13956.4,14264.7333333333,14508.8125,14983.545454545501,S2A_MSIL1C_2020-05-08_R022.tif,2020-05-08,10,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,1,MODIS_MOD11A1_2020-05-15_006.tif,2020-05-15,3,5855.505804,0.0,3.0,134.614334,2.340723,13540.647461000002,230.0,3.023932,12.084125,45.464148
340,2020-05-18,Grisignano di Zocco,Vicenza,CDC-CO2,1,35,0,0.3077255071212769,-0.329238868172845,0.031138335885656,-0.031138335885656,0.31293651568533304,0.057734845462368,-0.33358322210944,0.041789964502552006,0.04595511255772099,0.052439396525706,-0.04595511255772099,0.052439396525706,15098,14318,39.0,41.13333,215.400057,13935.6875,14238.8888888889,14523.6923076923,14980.2272727273,S2A_MSIL1C_2020-05-08_R022.tif,2020-05-08,10,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,1,MODIS_MOD11A1_2020-05-15_006.tif,2020-05-15,3,3298.557237,0.0,19.0,118.784462,3.274926,37477.90625,410.0,0.0,11.73371,45.474447
377,2020-05-18,Vicenza,Vicenza,CDC-CO2,1,5,0,0.3734593304591449,-0.29538969411431104,0.07520773238945799,-0.07520773238945799,0.3982754989992721,0.124056610182636,-0.271404293068499,0.032897932742837005,0.13314171459628302,0.092559852660292,-0.13314171459628302,0.092559852660292,15128,14253,99.6666,100.733266,241.816629,13995.6,14309.7,14538.571428571398,14981.571428571398,LC08_L1TP_2020-05-09_01_T1.tif,2020-05-09,9,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,1,MODIS_MOD11A1_2020-05-07_006.tif,2020-05-07,11,2155.013547,36008.551736,38.0,272.416962,2.455253,56752.66015599999,479.0,0.266719,11.517407,45.557696
10,2020-05-18,Gazzo,Padova,CDC-CO2,2,109,0,0.407108239095315,-0.39611300340613104,0.08960125097732598,-0.08960125097732598,0.437163217592291,0.148390657424216,-0.41588420610680105,0.106216408665531,0.099361772379604,0.110231389566897,-0.099361772379604,0.110231389566897,15022,14214,76.900103,78.700106,223.600048,13966.421052631598,14297.277777777801,14502.416666666699,14919.0,S2A_MSIL1C_2020-05-08_R022.tif,2020-05-08,10,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,1,MODIS_MOD11A1_2020-05-07_006.tif,2020-05-07,11,5096.867338,2466.041522,31.0,88.212029,2.488173,46648.046875,431.0,0.061692,11.6708414341144,45.5593588296908
341,2020-05-18,Santa Giustina in Colle,Padova,CDC-CO2,2,116,0,0.463849765258216,-0.441516412390199,0.172621286197819,-0.172621286197819,0.413103532027252,0.04840054446192,-0.4035107079220589,0.032549265100901004,0.10501326463659698,0.041547062843545,-0.10501326463659698,0.041547062843545,15105,14309,44.033326,46.466659,188.016696,13972.45,14257.882352941202,14526.083333333301,14968.9090909091,S2A_MSIL1C_2020-05-08_R022.tif,2020-05-08,10,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,1,MODIS_MOD11A1_2020-05-07_006.tif,2020-05-07,11,5150.886561,24.304864,23.0,328.341431,2.813714,31882.681641000006,442.0,3.091925,11.906861,45.591113899999996
320,2020-05-20,Ronco all'Adige,Verona,CDC-CO2,1,101,0,0.3724390079084911,-0.27009306564733,0.108958459137762,-0.108958459137762,0.435513258203511,0.07515734959907401,-0.213746539181545,0.056111195476702014,0.20753163707028896,0.107073385336089,-0.20753163707028896,0.107073385336089,15104,14064,83.199963,92.199967,217.316616,13982.4375,14307.833333333301,14551.384615384599,15059.2727272727,LE07_L1TP_2020-05-17_01_T1.tif,2020-05-17,3,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,3912.304712,269312.70995700004,22.0,95.482025,2.07496,70963.007813,96.0,2.45006,11.247569,45.337162
319,2020-05-20,Occhiobello,Rovigo,CDC-CO2,1,10,0,0.35777998017839496,-0.3537549407114621,0.109311740890688,-0.109311740890688,0.3376569538005061,0.153350446176483,-0.339246629011919,0.11707421939761098,0.096460125972723,0.155329538327582,-0.096460125972723,0.155329538327582,15196,14226,14.900003,35.499973,201.283239,13937.1428571429,14327.529411764699,14637.916666666699,15014.428571428602,S2B_MSIL1C_2020-05-03_R022.tif,2020-05-03,17,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,3,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,2872.162671,960.279743,4.0,156.554214,2.289426,57461.37890599999,450.0,10.79712,11.610336,44.916965999999995
321,2020-05-20,Erbe,Verona,CDC-CO2,1,93,0,0.373388116745504,-0.15997303126106,0.195817678770881,-0.195817678770881,0.381824156162658,0.09719329852914,-0.162253837916442,0.06203262443212401,0.20066030951445105,0.050135605171562014,-0.20066030951445105,0.050135605171562014,14968,14367,76.26663,87.86663,217.016589,13995.083333333301,14308.411764705901,14586.4444444444,15063.95,LE07_L1TP_2020-05-17_01_T1.tif,2020-05-17,3,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,1844.303335,0.0,24.0,191.630127,4.18727,90552.265625,237.0,0.26040100000000005,11.000028,45.234662
381,2020-05-20,Villafranca Veronese,Verona,CDC-CO2,1,40,0,0.38382807384256296,-0.15032116078078694,0.208461639433666,-0.208461639433666,0.468910400772266,0.067197443615463,-0.153793095813251,0.018235695035489,0.27896068307623995,0.065560950642509,-0.27896068307623995,0.065560950642509,14906,14344,74.133277,87.29998,204.333324,14036.4666666667,14373.066666666698,14575.8125,15014.0476190476,LC08_L1TP_2020-05-18_01_T1.tif,2020-05-18,2,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,0.0,0.0,60.0,133.597183,3.073123,106738.109375,1919.0,15.33556,10.791083,45.332144
227,2020-05-20,Ceneselli,Rovigo,CDC-CO2,1,41,0,0.500456621004566,-0.48184892897407,0.17546056161688398,-0.17546056161688398,0.467250846386258,0.193564336938314,-0.4361264667333111,0.15258215582226506,0.214512249187932,0.19314749708168,-0.214512249187932,0.19314749708168,15079,14418,20.333343,45.300013,198.233353,13978.7692307692,14386.315789473701,14657.9230769231,15037.2631578947,S2B_MSIL1C_2020-05-03_R022.tif,2020-05-03,17,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,3,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,3,1112.925368,68.94013299999999,8.0,16.267389,5.264714,68466.375,794.0,3.1560740000000003,11.37895,45.005233000000004
349,2020-05-20,Badia Polesine,Rovigo,CDC-CO2,2,191,0,0.317274604267034,-0.33846153846153804,0.079932292646229,-0.079932292646229,0.36861542471326,0.146862667024505,-0.3711561057679261,0.108816736273061,0.127569995853268,0.13278761325403,-0.127569995853268,0.13278761325403,15163,14424,19.966634,42.333334,180.28337,13913.071428571398,14283.823529411799,14560.4666666667,15024.9523809524,S2B_MSIL1C_2020-05-03_R022.tif,2020-05-03,17,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,3,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,3,484.993347,0.0,6.0,152.718231,1.164449,55921.31640599999,942.0,1.411671,11.50945,45.073324
350,2020-05-20,Villanova del Ghebbo,Rovigo,CDC-CO2,1,83,0,0.433848995613022,-0.417161113646737,0.113701578192253,-0.113701578192253,0.340952719969227,0.052601639694785,-0.344213795214268,0.039355141360842005,0.09194884127033,0.051072328513092985,-0.09194884127033,0.051072328513092985,15320,13945,17.866670000000006,41.500033,187.466659,13897.1333333333,14264.625,14608.25,15073.8181818182,S2A_MSIL1C_2020-05-08_R022.tif,2020-05-08,12,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,3,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,2970.375999,0.0,4.0,137.15055800000002,2.537391,47087.796875,568.0,0.548724,11.640704,45.063327
195,2020-05-20,Nogarole Rocca,Verona,CDC-CO2,2,178,0,0.255174559738589,-0.217896486277748,0.023534008437630004,-0.023534008437630004,0.336130488909747,0.172956952512638,-0.17854616507934398,0.026175556341177,0.141242496843569,0.156039995091445,-0.141242496843569,0.156039995091445,14964,14371,53.16662700000001,68.933324,188.083381,14024.571428571398,14380.7333333333,14536.0,15089.9473684211,LE07_L1TP_2020-05-17_01_T1.tif,2020-05-17,3,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,0.0,0.0,36.0,145.509659,1.6496369999999998,102690.539063,3076.0,0.000641,10.8428362964231,45.2664499298647
334,2020-05-20,Verona,Verona,CDC-CO2,1,1,0,0.384166282382415,-0.14026581303084698,0.202646257528746,-0.202646257528746,0.37813143615657896,0.07860049837241001,-0.134599371674341,0.128199156200055,0.201531584011028,0.070627683261663,-0.201531584011028,0.070627683261663,15088,14358,96.400004,106.133334,231.716527,14019.6,14334.9444444444,14581.5625,15084.428571428602,LE07_L1TP_2020-05-17_01_T1.tif,2020-05-17,3,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,3,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,345.383501,4043.215381,45.0,294.603638,3.103987,90769.210938,992.0,6.454764,10.998739,45.376162
162,2020-05-20,Ficarolo,Rovigo,CDC-CO2,1,69,0,0.203580562659847,-0.23646873357856,-0.013003355704698,0.013003355704698,0.32580222401696696,0.12380183590345,-0.329445588081225,0.0969278275895,0.09870673026300697,0.10462447223813197,-0.09870673026300697,0.10462447223813197,15262,14416,13.733337,37.9333,202.433373,13938.153846153798,14309.9473684211,14559.2666666667,14963.7272727273,S2B_MSIL1C_2020-05-03_R022.tif,2020-05-03,17,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,3,MODIS_MOD11A1_2020-05-17_006.tif,2020-05-17,3,5718.854165,2136.132615,4.0,168.691177,2.663031,65291.12109400001,95.0,1.837928,11.4550278123559,44.963914442297494
339,2020-05-20,Montorso Vicentino,Vicenza,CDC-CO2,1,33,0,0.5708920838533039,-0.194596291992433,0.36120808396460896,-0.36120808396460896,0.56628849929989,0.070785543200379,-0.22974314565129295,0.030624898824474,0.30961703525572604,0.056480189869695,-0.30961703525572604,0.056480189869695,14986,14002,96.433337,106.33334,222.76663900000003,14100.3529411765,14413.380952381001,14664.0,15072.347826087,LE07_L1TP_2020-05-17_01_T1.tif,2020-05-17,3,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,3441.619286,59568.405009,70.0,125.790169,3.634502,63959.03515599999,625.0,0.044123,11.378061,45.491496000000005
320,2020-05-20,Ronco all'Adige,Verona,Gravid Trap,1,4,0,0.3724390079084911,-0.27009306564733,0.108958459137762,-0.108958459137762,0.435513258203511,0.07515734959907401,-0.213746539181545,0.056111195476702014,0.20753163707028896,0.107073385336089,-0.20753163707028896,0.107073385336089,15104,14064,83.199963,92.199967,217.316616,13982.4375,14307.833333333301,14551.384615384599,15059.2727272727,LE07_L1TP_2020-05-17_01_T1.tif,2020-05-17,3,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,3912.304712,269312.70995700004,22.0,95.482025,2.07496,70963.007813,96.0,2.45006,11.247569,45.337162
379,2020-05-20,Oppeano,Verona,CDC-CO2,2,182,0,0.38022478299784296,-0.151718807025987,0.222101013476094,-0.222101013476094,0.370589996098034,0.08832130205100698,-0.127310535736357,0.028197508912108,0.235733951048462,0.071255428369419,-0.235733951048462,0.071255428369419,15110,14338,43.46666,55.833327,191.749994,13962.428571428602,14340.411764705901,14612.461538461499,15156.5,LC08_L1TP_2020-05-18_01_T1.tif,2020-05-18,2,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,2023.881039,0.0,26.0,280.80712900000003,2.238147,80057.734375,22.0,2.561702,11.130067,45.292435
361,2020-05-20,Villorba,Treviso,CDC-CO2,1,5,0,0.36996336996337,-0.351574599896748,0.100231140996008,-0.100231140996008,0.41199141734492295,0.068661223921118,-0.384923977349964,0.048132137321575987,0.122279145200316,0.054710149337154006,-0.122279145200316,0.054710149337154006,14904,13954,53.166697,69.700064,197.833354,14003.5,14285.5,14530.7333333333,15007.863636363601,S2A_MSIL1C_2020-05-08_R022.tif,2020-05-08,12,MODIS_MOD11A1_2020-05-20_006.tif,2020-05-20,0,MODIS_MOD11A1_2020-05-13_006.tif,2020-05-13,7,3209.643815,20159.187074,17.0,142.11546299999995,3.309368,21010.226563,290.0,205.2961,12.255492,45.700641
165,2020-05-25,Casaleone,Verona,CDC-CO2,2,150,0,0.486150599901387,-0.32100919291889696,0.180369487733019,-0.180369487733019,0.524463673827146,0.09982916945446302,-0.2946333690047589,0.040109880613952,0.22823565846170604,0.08847504952167601,-0.22823565846170604,0.08847504952167601,15224,14428,10.9,54.10003,187.500025,13980.9090909091,14351.277777777801,14660.461538461499,15047.8571428571,LC08_L1TP_2020-05-25_01_T1.tif,2020-05-25,0,MODIS_MOD11A1_2020-05-25_006.tif,2020-05-25,0,MODIS_MOD11A1_2020-05-25_006.tif,2020-05-25,0,1674.175598,0.0,13.0,146.985458,1.562037,75366.570313,454.0,0.0,11.210249076605198,45.1571350876077
369,2020-05-25,Chioggia,Venezia,Gravid Trap,1,6,0,0.197966317127423,-0.16,0.006138243928475999,-0.006138243928475999,0.164753880260913,0.112939496391968,-0.145305353901061,0.151530949706897,-0.001037298541747,0.09039512184583,0.001037298541747,0.09039512184583,14977,14387,3.833331,14.733328,180.883324,13952.333333333301,14165.0769230769,14355.4666666667,14680.1428571429,S2B_MSIL1C_2020-05-23_R022.tif,2020-05-23,2,MODIS_MOD11A1_2020-05-25_006.tif,2020-05-25,0,MODIS_MOD11A1_2020-05-07_006.tif,2020-05-07,18,4900.640254999998,381187.116013,1.0,116.791687,1.888935,1402.2561039999996,238.0,25.19573,12.283716,45.198980999999996
337,2020-05-25,Minerbe,Verona,CDC-CO2,2,127,0,0.4534856211331721,-0.307590477188604,0.15772020519784194,-0.15772020519784194,0.37833757139982,0.086979014475132,-0.294827562313543,0.03713885218696,0.106163268946724,0.082287671706873,-0.106163268946724,0.082287671706873,15265,14440,10.633326,52.599952,191.866645,13960.166666666699,14285.411764705901,14610.0,15067.380952381001,LC08_L1TP_2020-05-25_01_T1.tif,2020-05-25,0,MODIS_MOD11A1_2020-05-25_006.tif,2020-05-25,0,MODIS_MOD11A1_2020-05-25_006.tif,2020-05-25,0,4443.361512,1063.857194,18.0,42.442852,1.249051,63480.070313,401.0,0.377902,11.344430000000001,45.243415
386,2020-05-25,Motta di Livenza,Treviso,CDC-CO2,1,76,0,0.224808895066018,-0.20081757792539606,0.30846325167037897,-0.30846325167037897,0.218851641435648,0.007314876181278002,-0.195522949008397,0.004657425680141,0.291219098476238,0.013496044722471,-0.291219098476238,0.013496044722471,15108,14381,21.633370000000006,42.100073,185.45005,13989.55,14316.7333333333,14512.2352941176,15041.0909090909,S2B_MSIL1C_2020-05-20_R122.tif,2020-05-20,5,MODIS_MOD11A1_2020-05-25_006.tif,2020-05-25,0,MODIS_MOD11A1_2020-05-25_006.tif,2020-05-25,0,1703.292855,31147.152764,6.0,239.215118,6.4212099999999985,23904.560547,348.0,16.150270000000006,12.587252000000001,45.781058
369,2020-05-25,Chioggia,Venezia,CDC-CO2,1,47,0,0.197966317127423,-0.16,0.006138243928475999,-0.006138243928475999,0.164753880260913,0.112939496391968,-0.145305353901061,0.151530949706897,-0.001037298541747,0.09039512184583,0.001037298541747,0.09039512184583,14977,14387,3.833331,14.733328,180.883324,13952.333333333301,14165.0769230769,14355.4666666667,14680.1428571429,S2B_MSIL1C_2020-05-23_R022.tif,2020-05-23,2,MODIS_MOD11A1_2020-05-25_006.tif,2020-05-25,0,MODIS_MOD11A1_2020-05-07_006.tif,2020-05-07,18,4900.640254999998,381187.116013,1.0,116.791687,1.888935,1402.2561039999996,238.0,25.19573,12.283716,45.198980999999996
383,2020-05-25,Porto Tolle - S. Giorgio,Rovigo,CDC-CO2,2,135,0,0.411422527763088,-0.36661546338965706,0.122371740958789,-0.122371740958789,0.433612002668106,0.11313413319222,-0.3888722730562121,0.084507477969539,0.176638867942786,0.14413616644462,-0.176638867942786,0.14413616644462,15058,14514,18.966636,35.59993,255.74986600000003,13951.125,14247.8666666667,14428.454545454499,14792.791666666699,S2B_MSIL1C_2020-05-23_R022.tif,2020-05-23,2,MODIS_MOD11A1_2020-05-25_006.tif,2020-05-25,0,MODIS_MOD11A1_2020-05-25_006.tif,2020-05-25,0,6316.252111,636884.3379520001,0.0,98.02256,5.487367,936.028137,186.0,3.995811,12.450199000000001,44.902271999999996
